Perfil Twitter,Mensagem de Erro,Análise Total,Análise Amigos,Análise Temporal,Análise Rede,Análise Sentimento,URL do Perfil,Avatar do Perfil,ID do Usuário,Nome do Usuário,Criação da conta,Seguindo,Seguidores,Número de Tweets,Hashtags Recentes,Menções Recentes,Usou Cache
PauloEs34311519,,88.04,,,,,,,,,,,,,,,
Carlosrj20001,,88.03,,,,,,,,,,,,,,,
ronaldo00025960,,88.03,,,,,,,,,,,,,,,
Antonio25689211,,88.03,,,,,,,,,,,,,,,
Dougpatriotas,,88.0,,,,,,,,,,,,,,,
allanfarme78,,88.0,,,,,,,,,,,,,,,
Jonatha10527233,,87.99,,,,,,,,,,,,,,,
Marcelo27655609,,87.99,,,,,,,,,,,,,,,
danilovsouza1,,87.97,,,,,,,,,,,,,,,
AnaGaia28,,87.97,,,,,,,,,,,,,,,
Joabemborges,,87.97,,,,,,,,,,,,,,,
Observerbrsv,,87.96,,,,,,,,,,,,,,,
Dimasdiasc,,87.96,,,,,,,,,,,,,,,
Gabriel18561062,,87.95,,,,,,,,,,,,,,,
rubentransporte,,87.95,,,,,,,,,,,,,,,
Marcos72452900,,87.95,,,,,,,,,,,,,,,
CarmenR89626453,,87.95,,,,,,,,,,,,,,,
Lucasbbqi,,87.94,,,,,,,,,,,,,,,
Juca11793018,,87.94,,,,,,,,,,,,,,,
Romilda05297667,,87.94,,,,,,,,,,,,,,,
Sisi2299801564,,87.94,,,,,,,,,,,,,,,
ziener_jaime,,87.93,,,,,,,,,,,,,,,
Andlima54,,87.92,,,,,,,,,,,,,,,
Joao10469918,,87.92,,,,,,,,,,,,,,,
Gregory16242068,,87.92,,,,,,,,,,,,,,,
RamonSo92342432,,87.91,,,,,,,,,,,,,,,
RodrigoVivian12,,87.91,,,,,,,,,,,,,,,
CtcPetrolina,,87.9,,,,,,,,,,,,,,,
ZeusHadesZH,,87.89,,,,,,,,,,,,,,,
1IsraelDias,,87.89,,,,,,,,,,,,,,,
contaci2022,,87.89,,,,,,,,,,,,,,,
philippeme2,,87.87,,,,,,,,,,,,,,,
zereydap,,87.86,,,,,,,,,,,,,,,
_loah13_,,87.86,,,,,,,,,,,,,,,
Porto36,,87.86,,,,,,,,,,,,,,,
RayaneM93432154,,87.85,,,,,,,,,,,,,,,
JorgeSa81010625,,87.85,,,,,,,,,,,,,,,
Weslley30779312,,87.84,,,,,,,,,,,,,,,
sergiorvitoria,,87.84,,,,,,,,,,,,,,,
spoo_andre,,87.84,,,,,,,,,,,,,,,
Pity542,,87.83,,,,,,,,,,,,,,,
Filoquial,,87.83,,,,,,,,,,,,,,,
MoliveiraL,,87.83,,,,,,,,,,,,,,,
IBessegato,,87.83,,,,,,,,,,,,,,,
otaviolopes,,87.83,,,,,,,,,,,,,,,
Conservadora191,,87.83,,,,,,,,,,,,,,,
bet_rainha,,87.82,,,,,,,,,,,,,,,
lcs_reserva,,87.82,,,,,,,,,,,,,,,
HISTORIOLOGIA1,,87.81,,,,,,,,,,,,,,,
Lu31965723Luiza,,87.81,,,,,,,,,,,,,,,
JoaoPauloCMF,,87.79,,,,,,,,,,,,,,,
AlexandreVichn1,,87.79,,,,,,,,,,,,,,,
cristinacosta22,,87.78,,,,,,,,,,,,,,,
soldeverao,,87.78,,,,,,,,,,,,,,,
naodamaistempo,,87.76,,,,,,,,,,,,,,,
naldosanguebom,,87.76,,,,,,,,,,,,,,,
pedroal44611264,,87.76,,,,,,,,,,,,,,,
danidalpiero,,87.76,,,,,,,,,,,,,,,
KnarfAtsoc,,87.76,,,,,,,,,,,,,,,
7demaiode19691,,87.76,,,,,,,,,,,,,,,
Tigueis_bar,,87.76,,,,,,,,,,,,,,,
VitorMdeA,,87.75,,,,,,,,,,,,,,,
tanaresv,,87.75,,,,,,,,,,,,,,,
lcia65469469,,87.74,,,,,,,,,,,,,,,
MarcioJA87,,87.73,,,,,,,,,,,,,,,
WEELLTONN25,,87.73,,,,,,,,,,,,,,,
dajoklein,,87.73,,,,,,,,,,,,,,,
njanelson,,87.73,,,,,,,,,,,,,,,
CxReajalute,,87.73,,,,,,,,,,,,,,,
rosimarandre,,87.72,,,,,,,,,,,,,,,
neu_teacher,,87.72,,,,,,,,,,,,,,,
Carlsonsan1,,87.7,,,,,,,,,,,,,,,
zutinelli,,87.7,,,,,,,,,,,,,,,
EliasLucianop,,87.69,,,,,,,,,,,,,,,
szusterisrael,,87.69,,,,,,,,,,,,,,,
fernandonandos9,,87.69,,,,,,,,,,,,,,,
Gilbert12128853,,87.68,,,,,,,,,,,,,,,
VdS_web,,87.68,,,,,,,,,,,,,,,
Jeferso59786234,,87.68,,,,,,,,,,,,,,,
caitolegal,,87.68,,,,,,,,,,,,,,,
diionessantos,,87.66,,,,,,,,,,,,,,,
liegemachado,,87.66,,,,,,,,,,,,,,,
jamirslima,,87.66,,,,,,,,,,,,,,,
EnokiJose,,87.65,,,,,,,,,,,,,,,
RicoJohni,,87.65,,,,,,,,,,,,,,,
ASantos_55,,87.65,,,,,,,,,,,,,,,
MaranhaoNI,,87.65,,,,,,,,,,,,,,,
ronaldomancilha,,87.64,,,,,,,,,,,,,,,
c07063813,,87.63,,,,,,,,,,,,,,,
Keke_zinha26,,87.62,,,,,,,,,,,,,,,
FranGom26689943,,87.62,,,,,,,,,,,,,,,
Arlete2022RJ,,87.62,,,,,,,,,,,,,,,
GomesJumar,,87.62,,,,,,,,,,,,,,,
1nicolaujr,,87.61,,,,,,,,,,,,,,,
ClaudioDuani,,87.58,,,,,,,,,,,,,,,
danielbiju,,87.58,,,,,,,,,,,,,,,
Valmir1977AL,,87.58,,,,,,,,,,,,,,,
Suzy87354789,,87.57,,,,,,,,,,,,,,,
NeldsonReis,,87.57,,,,,,,,,,,,,,,
e2webtecno,,87.57,,,,,,,,,,,,,,,
JES88409039,,87.57,,,,,,,,,,,,,,,
DimarcoMiguel,,87.56,,,,,,,,,,,,,,,
herbstercjp,,87.56,,,,,,,,,,,,,,,
adrienne_fra,,87.56,,,,,,,,,,,,,,,
paulo_rosati,,87.56,,,,,,,,,,,,,,,
RodriFerrer22,,87.54,,,,,,,,,,,,,,,
japah______,,87.54,,,,,,,,,,,,,,,
MontagnaMariana,,87.54,,,,,,,,,,,,,,,
Jessica65589697,,87.53,,,,,,,,,,,,,,,
diegofbrasil,,87.53,,,,,,,,,,,,,,,
orlandomilitao,,87.53,,,,,,,,,,,,,,,
FariasGois,,87.52,,,,,,,,,,,,,,,
tuquinha62,,87.52,,,,,,,,,,,,,,,
nos_travamos,,87.52,,,,,,,,,,,,,,,
HugoJnior78,,87.52,,,,,,,,,,,,,,,
IsaacMJS,,87.5,,,,,,,,,,,,,,,
Fe2Forca,,87.5,,,,,,,,,,,,,,,
MariaSocorroBr4,,87.5,,,,,,,,,,,,,,,
serpanazario,,87.5,,,,,,,,,,,,,,,
JoaoJaques77,,87.49,,,,,,,,,,,,,,,
Felipe_Isoldi,,87.48,,,,,,,,,,,,,,,
PedroRo83416314,,87.48,,,,,,,,,,,,,,,
RedencaoAzul,,87.47,,,,,,,,,,,,,,,
bigolore,,87.47,,,,,,,,,,,,,,,
FRANCOWIGMAR,,87.46,,,,,,,,,,,,,,,
italojptorres,,87.46,,,,,,,,,,,,,,,
marcia65125897,,87.46,,,,,,,,,,,,,,,
andreazanine,,87.46,,,,,,,,,,,,,,,
RuthTomazi,,87.46,,,,,,,,,,,,,,,
marcosmongo,,87.45,,,,,,,,,,,,,,,
robnaro2022,,87.45,,,,,,,,,,,,,,,
Lujoe_63,,87.45,,,,,,,,,,,,,,,
idiocraciado,,87.45,,,,,,,,,,,,,,,
rheneaa,,87.45,,,,,,,,,,,,,,,
vidadestraem21,,87.45,,,,,,,,,,,,,,,
LucasMarinhoSi4,,87.45,,,,,,,,,,,,,,,
MSuprir1,,87.45,,,,,,,,,,,,,,,
Mcfcoach,,87.45,,,,,,,,,,,,,,,
FamDanilo,,87.45,,,,,,,,,,,,,,,
annaganga08,,87.44,,,,,,,,,,,,,,,
Olintochoque02,,87.44,,,,,,,,,,,,,,,
SoniaReginaOl17,,87.43,,,,,,,,,,,,,,,
jbpmesquita,,87.43,,,,,,,,,,,,,,,
irlamsoares,,87.43,,,,,,,,,,,,,,,
___DENISE___EU_,,87.43,,,,,,,,,,,,,,,
VanessaWDamasi1,,87.43,,,,,,,,,,,,,,,
jackiko20,,87.43,,,,,,,,,,,,,,,
Guto8484,,87.42,,,,,,,,,,,,,,,
thiago_dj1,,87.41,,,,,,,,,,,,,,,
LeonardoZelia,,87.41,,,,,,,,,,,,,,,
exe_mauricio,,87.41,,,,,,,,,,,,,,,
PauloNogueiraF2,,87.41,,,,,,,,,,,,,,,
Nicolas_Brand,,87.41,,,,,,,,,,,,,,,
Anglica32131597,,87.41,,,,,,,,,,,,,,,
arildo_afonso,,87.4,,,,,,,,,,,,,,,
CatBossOriginix,,87.39,,,,,,,,,,,,,,,
Alexand37306146,,87.39,,,,,,,,,,,,,,,
carlosfiuza14,,87.39,,,,,,,,,,,,,,,
catunda_for,,87.37,,,,,,,,,,,,,,,
Biacontrol03,,87.36,,,,,,,,,,,,,,,
LeloCamargo1,,87.35,,,,,,,,,,,,,,,
naoehort,,87.34,,,,,,,,,,,,,,,
kage_br,,87.33,,,,,,,,,,,,,,,
LOUFLORIPA,,87.33,,,,,,,,,,,,,,,
joeparlaconte,,87.33,,,,,,,,,,,,,,,
Cosmemoreira4,,87.33,,,,,,,,,,,,,,,
AlexsieR4,,87.32,,,,,,,,,,,,,,,
Oswaldo61739324,,87.32,,,,,,,,,,,,,,,
CezarSerineu,,87.32,,,,,,,,,,,,,,,
SauloFe10823513,,87.31,,,,,,,,,,,,,,,
Rodrigo09627118,,87.3,,,,,,,,,,,,,,,
Mariadobrasil10,,87.3,,,,,,,,,,,,,,,
Luanunes11,,87.3,,,,,,,,,,,,,,,
Ana48525121,,87.3,,,,,,,,,,,,,,,
NotciasdaDirei1,,87.3,,,,,,,,,,,,,,,
JohnLoc38187190,,87.3,,,,,,,,,,,,,,,
Leandro21934925,,87.3,,,,,,,,,,,,,,,
ThasPer56277268,,87.3,,,,,,,,,,,,,,,
CrisBolsomito,,87.29,,,,,,,,,,,,,,,
cleuzarosadoss7,,87.28,,,,,,,,,,,,,,,
eidimar_gomes,,87.28,,,,,,,,,,,,,,,
Leandrobellavia,,87.28,,,,,,,,,,,,,,,
Luc25650923,,87.27,,,,,,,,,,,,,,,
Junior_Robocop,,87.26,,,,,,,,,,,,,,,
GerdiluceS,,87.26,,,,,,,,,,,,,,,
VeraArm63072238,,87.26,,,,,,,,,,,,,,,
vamos_luta,,87.26,,,,,,,,,,,,,,,
PatriaAmada0709,,87.25,,,,,,,,,,,,,,,
LilianHelenaP,,87.25,,,,,,,,,,,,,,,
PauloMa21688470,,87.25,,,,,,,,,,,,,,,
F1082818922,,87.24,,,,,,,,,,,,,,,
AnaCludiaPauli7,,87.23,,,,,,,,,,,,,,,
PastorLiomar,,87.22,,,,,,,,,,,,,,,
MarcosM96933475,,87.22,,,,,,,,,,,,,,,
rosivaldo_sf1,,87.22,,,,,,,,,,,,,,,
Margare29282617,,87.22,,,,,,,,,,,,,,,
Taissabege,,87.22,,,,,,,,,,,,,,,
ElizeuL32328590,,87.21,,,,,,,,,,,,,,,
LucianaTriguei3,,87.21,,,,,,,,,,,,,,,
PatinhaAlvim,,87.2,,,,,,,,,,,,,,,
converseconsul1,,87.19,,,,,,,,,,,,,,,
pin_wayne,,87.17,,,,,,,,,,,,,,,
Gustavo74501339,,87.16,,,,,,,,,,,,,,,
NeideSaconi,,87.16,,,,,,,,,,,,,,,
acfelizzola,,87.16,,,,,,,,,,,,,,,
GuilhermeMamed5,,87.15,,,,,,,,,,,,,,,
paulojmt15,,87.14,,,,,,,,,,,,,,,
ogoianolima,,87.14,,,,,,,,,,,,,,,
marcuscorrea19,,87.13,,,,,,,,,,,,,,,
ricardojeep1967,,87.13,,,,,,,,,,,,,,,
Lopes4Mirian,,87.13,,,,,,,,,,,,,,,
probertorep,,87.12,,,,,,,,,,,,,,,
drboelter,,87.09,,,,,,,,,,,,,,,
Eu_jesse26,,87.09,,,,,,,,,,,,,,,
MaiMony_,,87.08,,,,,,,,,,,,,,,
SergioTerra8,,87.06,,,,,,,,,,,,,,,
brisabrisada_s2,,87.06,,,,,,,,,,,,,,,
gabrielgarbosa,,87.06,,,,,,,,,,,,,,,
MarioFiacco,,87.06,,,,,,,,,,,,,,,
loura_gilson,,87.06,,,,,,,,,,,,,,,
Rosadeacucar,,87.05,,,,,,,,,,,,,,,
jhoaosc,,87.05,,,,,,,,,,,,,,,
RogrioF56349972,,87.03,,,,,,,,,,,,,,,
Mirna09950312,,87.03,,,,,,,,,,,,,,,
Marilda58611619,,87.02,,,,,,,,,,,,,,,
LeoSFreitas81,,87.02,,,,,,,,,,,,,,,
Rodrigo33189864,,87.02,,,,,,,,,,,,,,,
josth_john,,87.01,,,,,,,,,,,,,,,
geova_38,,87.0,,,,,,,,,,,,,,,
Neide79979097,,87.0,,,,,,,,,,,,,,,
ferraz_antonio,,86.97,,,,,,,,,,,,,,,
Patrici10058843,,86.97,,,,,,,,,,,,,,,
Mutams2,,86.95,,,,,,,,,,,,,,,
cris_kcrl,,86.93,,,,,,,,,,,,,,,
Edsonfrs,,86.93,,,,,,,,,,,,,,,
____PRMachado,,86.93,,,,,,,,,,,,,,,
alberto78354271,,86.91,,,,,,,,,,,,,,,
fabiolpicoli,,86.91,,,,,,,,,,,,,,,
2022bolsonaro_,,86.91,,,,,,,,,,,,,,,
lili0401,,86.91,,,,,,,,,,,,,,,
AluzioMendonca9,,86.91,,,,,,,,,,,,,,,
rodrigotruck1,,86.9,,,,,,,,,,,,,,,
DeiseHeinzen,,86.89,,,,,,,,,,,,,,,
fabiorocha1964,,86.89,,,,,,,,,,,,,,,
JamesDantas8,,86.88,,,,,,,,,,,,,,,
FGOMES66,,86.88,,,,,,,,,,,,,,,
Wandersgl1,,86.88,,,,,,,,,,,,,,,
ODILONDEOLIVEI4,,86.87,,,,,,,,,,,,,,,
crisadumont,,86.86,,,,,,,,,,,,,,,
pereiraeg11,,86.85,,,,,,,,,,,,,,,
AjudarApp,,86.85,,,,,,,,,,,,,,,
trlegend14,,86.85,,,,,,,,,,,,,,,
Pinzanmaia,,86.84,,,,,,,,,,,,,,,
baxula1955,,86.83,,,,,,,,,,,,,,,
Luccanrib1971,,86.83,,,,,,,,,,,,,,,
josemarq1968,,86.83,,,,,,,,,,,,,,,
GalvaoSedassari,,86.83,,,,,,,,,,,,,,,
carlos_samico,,86.82,,,,,,,,,,,,,,,
rogarao_,,86.81,,,,,,,,,,,,,,,
VanessaCSGomes2,,86.81,,,,,,,,,,,,,,,
gilvangarcia77,,86.81,,,,,,,,,,,,,,,
ThiagoS42525877,,86.8,,,,,,,,,,,,,,,
Rogerio70721671,,86.78,,,,,,,,,,,,,,,
PavoniRodrigo,,86.78,,,,,,,,,,,,,,,
Leo_Apolinari0,,86.78,,,,,,,,,,,,,,,
EvertonJeanRavi,,86.78,,,,,,,,,,,,,,,
RicardoPerrone9,,86.78,,,,,,,,,,,,,,,
Conrado11971215,,86.77,,,,,,,,,,,,,,,
Margot85969385,,86.77,,,,,,,,,,,,,,,
NelsonD02601902,,86.76,,,,,,,,,,,,,,,
MartinesCarlosm,,86.76,,,,,,,,,,,,,,,
KellyLa41969270,,86.76,,,,,,,,,,,,,,,
nasci1903,,86.75,,,,,,,,,,,,,,,
mariasy36851193,,86.75,,,,,,,,,,,,,,,
malajambradolim,,86.75,,,,,,,,,,,,,,,
ClaudioEvo4,,86.74,,,,,,,,,,,,,,,
miltonberbet,,86.74,,,,,,,,,,,,,,,
ColmeiaCelia,,86.74,,,,,,,,,,,,,,,
almir34507817,,86.73,,,,,,,,,,,,,,,
Amandacoe1994,,86.73,,,,,,,,,,,,,,,
PauloRo67507775,,86.72,,,,,,,,,,,,,,,
SalatielB22,,86.72,,,,,,,,,,,,,,,
AnaCarn20625268,,86.72,,,,,,,,,,,,,,,
Alexsilva976,,86.71,,,,,,,,,,,,,,,
Werneck27R3,,86.71,,,,,,,,,,,,,,,
clia_mizis,,86.71,,,,,,,,,,,,,,,
LouisSa04860511,,86.7,,,,,,,,,,,,,,,
Laudemiro2011,,86.7,,,,,,,,,,,,,,,
FredCardita,,86.69,,,,,,,,,,,,,,,
PadraoAlexandre,,86.68,,,,,,,,,,,,,,,
Roberta2222222,,86.68,,,,,,,,,,,,,,,
_marciaarleneRS,,86.67,,,,,,,,,,,,,,,
profsantarelli,,86.67,,,,,,,,,,,,,,,
AnaSaturnina1,,86.67,,,,,,,,,,,,,,,
zebentoI,,86.66,,,,,,,,,,,,,,,
AndreLSiq,,86.66,,,,,,,,,,,,,,,
Netsuto,,86.66,,,,,,,,,,,,,,,
bolsomitojr1,,86.65,,,,,,,,,,,,,,,
RafaUdfOdontoRF,,86.62,,,,,,,,,,,,,,,
Tchallylima,,86.62,,,,,,,,,,,,,,,
WanderleiaBarb4,,86.61,,,,,,,,,,,,,,,
JeovaniDamasce2,,86.61,,,,,,,,,,,,,,,
SimonePozoli,,86.61,,,,,,,,,,,,,,,
Cbersot1,,86.61,,,,,,,,,,,,,,,
ClaudiaNunes747,,86.6,,,,,,,,,,,,,,,
HeloisaFinamore,,86.6,,,,,,,,,,,,,,,
buenno_thiago,,86.6,,,,,,,,,,,,,,,
EleniltonJosed2,,86.59,,,,,,,,,,,,,,,
elunenanne,,86.59,,,,,,,,,,,,,,,
Ediene98043039,,86.59,,,,,,,,,,,,,,,
SuelyTonin,,86.58,,,,,,,,,,,,,,,
marcelo7set,,86.58,,,,,,,,,,,,,,,
elisaulo62,,86.58,,,,,,,,,,,,,,,
marciodefloripa,,86.58,,,,,,,,,,,,,,,
Cobra_tabagista,,86.57,,,,,,,,,,,,,,,
malexandre0177,,86.57,,,,,,,,,,,,,,,
marcorossi2012,,86.57,,,,,,,,,,,,,,,
PEREIRA596,,86.56,,,,,,,,,,,,,,,
Andria81455069,,86.56,,,,,,,,,,,,,,,
LuisMartins71,,86.55,,,,,,,,,,,,,,,
RosaHel94877527,,86.54,,,,,,,,,,,,,,,
thishaolin,,86.54,,,,,,,,,,,,,,,
Gioco1973,,86.54,,,,,,,,,,,,,,,
remescarvalho,,86.53,,,,,,,,,,,,,,,
FelixPenha4,,86.52,,,,,,,,,,,,,,,
prpguimaraes,,86.52,,,,,,,,,,,,,,,
marcosalagoas,,86.52,,,,,,,,,,,,,,,
juweyll,,86.51,,,,,,,,,,,,,,,
NelciVarjao,,86.51,,,,,,,,,,,,,,,
rufinosousa,,86.51,,,,,,,,,,,,,,,
o_proDaniel,,86.51,,,,,,,,,,,,,,,
sialephtav,,86.51,,,,,,,,,,,,,,,
Guigui_Moura,,86.51,,,,,,,,,,,,,,,
Nillson38,,86.5,,,,,,,,,,,,,,,
jogaucha,,86.5,,,,,,,,,,,,,,,
samuel_vivaplus,,86.49,,,,,,,,,,,,,,,
francelli17,,86.49,,,,,,,,,,,,,,,
SouzaFranja,,86.49,,,,,,,,,,,,,,,
AntnioJooCafie1,,86.48,,,,,,,,,,,,,,,
CarlessoHeitor,,86.48,,,,,,,,,,,,,,,
tiagokyokushin,,86.48,,,,,,,,,,,,,,,
IpirangaDouglas,,86.48,,,,,,,,,,,,,,,
fernandocesarm9,,86.48,,,,,,,,,,,,,,,
GilbertoHermin2,,86.48,,,,,,,,,,,,,,,
ZekaricaOficial,,86.48,,,,,,,,,,,,,,,
AlexSolescola,,86.48,,,,,,,,,,,,,,,
AntonnyValenca,,86.48,,,,,,,,,,,,,,,
PastorDoriEdso1,,86.48,,,,,,,,,,,,,,,
adeir_marinho,,86.48,,,,,,,,,,,,,,,
NeilsonFreita12,,86.48,,,,,,,,,,,,,,,
fabiocoslim,,86.47,,,,,,,,,,,,,,,
Marcelo71728173,,86.47,,,,,,,,,,,,,,,
IliaOpara,,86.47,,,,,,,,,,,,,,,
CarlosABeyer1,,86.47,,,,,,,,,,,,,,,
AnaSilviaBotti1,,86.46,,,,,,,,,,,,,,,
ipiovezanf,,86.45,,,,,,,,,,,,,,,
TatianeFerrei71,,86.44,,,,,,,,,,,,,,,
Wyka2012,,86.44,,,,,,,,,,,,,,,
Sandro52697203,,86.44,,,,,,,,,,,,,,,
CarvalhoPetinha,,86.43,,,,,,,,,,,,,,,
nilsonbotega1,,86.42,,,,,,,,,,,,,,,
Rock_na_veia666,,86.42,,,,,,,,,,,,,,,
ManassesMorais1,,86.41,,,,,,,,,,,,,,,
underIaine,,86.41,,,,,,,,,,,,,,,
Pvxande,,86.41,,,,,,,,,,,,,,,
AuroraCtaReserv,,86.38,,,,,,,,,,,,,,,
EdnaCuoco,,86.38,,,,,,,,,,,,,,,
Aradia_bruxa,,86.37,,,,,,,,,,,,,,,
AlanaMattos16,,86.35,,,,,,,,,,,,,,,
cristinanobresh,,86.35,,,,,,,,,,,,,,,
PatrciaRuizRei1,,86.34,,,,,,,,,,,,,,,
ribajr0963,,86.33,,,,,,,,,,,,,,,
adrianoss_,,86.33,,,,,,,,,,,,,,,
Gravat19,,86.33,,,,,,,,,,,,,,,
MLourdes1955,,86.33,,,,,,,,,,,,,,,
Olimpio181,,86.32,,,,,,,,,,,,,,,
francimary123,,86.32,,,,,,,,,,,,,,,
Roberto_boblop,,86.31,,,,,,,,,,,,,,,
RenatoGunsch,,86.29,,,,,,,,,,,,,,,
jdsbobmarley,,86.29,,,,,,,,,,,,,,,
mateus_ss_oo,,86.29,,,,,,,,,,,,,,,
EgbertoLucio,,86.29,,,,,,,,,,,,,,,
aidimim1971,,86.29,,,,,,,,,,,,,,,
silva_debie,,86.29,,,,,,,,,,,,,,,
joanita222,,86.29,,,,,,,,,,,,,,,
Moisazl,,86.28,,,,,,,,,,,,,,,
JoodeSouzaMarq1,,86.28,,,,,,,,,,,,,,,
aegwestphalen,,86.28,,,,,,,,,,,,,,,
SheilaSilv4,,86.27,,,,,,,,,,,,,,,
Hlpocrates,,86.27,,,,,,,,,,,,,,,
JaquesCardoso2,,86.26,,,,,,,,,,,,,,,
AlekssandraAliR,,86.26,,,,,,,,,,,,,,,
Elias46555183,,86.25,,,,,,,,,,,,,,,
LaurindoDias5,,86.24,,,,,,,,,,,,,,,
Lfernandoas0707,,86.24,,,,,,,,,,,,,,,
Rfgarcia4,,86.24,,,,,,,,,,,,,,,
FlavioZabotto,,86.23,,,,,,,,,,,,,,,
GilCesarsampaio,,86.22,,,,,,,,,,,,,,,
smarcelo08,,86.22,,,,,,,,,,,,,,,
FPiucas,,86.21,,,,,,,,,,,,,,,
MozarCosta1,,86.2,,,,,,,,,,,,,,,
MMalgarezi,,86.2,,,,,,,,,,,,,,,
gabaritorj,,86.2,,,,,,,,,,,,,,,
nataliaeladmir,,86.19,,,,,,,,,,,,,,,
BuffyMalicerj,,86.18,,,,,,,,,,,,,,,
Danielneumann72,,86.18,,,,,,,,,,,,,,,
CarlosE77664649,,86.17,,,,,,,,,,,,,,,
carlos_jr0776,,86.17,,,,,,,,,,,,,,,
CirouNoSul,,86.16,,,,,,,,,,,,,,,
ajulisbr,,86.15,,,,,,,,,,,,,,,
delivaldog,,86.14,,,,,,,,,,,,,,,
Suely96266784,,86.13,,,,,,,,,,,,,,,
RobsonDores,,86.12,,,,,,,,,,,,,,,
adolfocr7521,,86.12,,,,,,,,,,,,,,,
LeiaRachor,,86.1,,,,,,,,,,,,,,,
MarcosG33326973,,86.09,,,,,,,,,,,,,,,
luferoli400,,86.07,,,,,,,,,,,,,,,
AlexMor35791390,,86.06,,,,,,,,,,,,,,,
nah_sabba,,86.06,,,,,,,,,,,,,,,
29Mattos,,86.06,,,,,,,,,,,,,,,
OliveiraSmyth,,86.06,,,,,,,,,,,,,,,
NajaSamira,,86.05,,,,,,,,,,,,,,,
de_clodualdo,,86.05,,,,,,,,,,,,,,,
joseeriberto16,,86.05,,,,,,,,,,,,,,,
verdamtf,,86.04,,,,,,,,,,,,,,,
Al3x_luiz,,86.04,,,,,,,,,,,,,,,
edison_ab,,86.04,,,,,,,,,,,,,,,
Antonio36009114,,86.0,,,,,,,,,,,,,,,
Urbissilva,,86.0,,,,,,,,,,,,,,,
Sara65398740,,85.99,,,,,,,,,,,,,,,
Lu_Manaus,,85.98,,,,,,,,,,,,,,,
mpgalle,,85.98,,,,,,,,,,,,,,,
monica_resende,,85.97,,,,,,,,,,,,,,,
Elias48723713,,85.97,,,,,,,,,,,,,,,
Julibolsonaro,,85.97,,,,,,,,,,,,,,,
RodrigoVolpe4,,85.97,,,,,,,,,,,,,,,
RosanaS37873969,,85.97,,,,,,,,,,,,,,,
RosanaB07338007,,85.96,,,,,,,,,,,,,,,
LuizSv7,,85.95,,,,,,,,,,,,,,,
CAVLIMA,,85.93,,,,,,,,,,,,,,,
sacale1,,85.93,,,,,,,,,,,,,,,
OPATRIO31844971,,85.91,,,,,,,,,,,,,,,
dinhopereira52,,85.91,,,,,,,,,,,,,,,
ElsaCarvalho34,,85.91,,,,,,,,,,,,,,,
MaisUmNaMultid1,,85.9,,,,,,,,,,,,,,,
vagmarra,,85.9,,,,,,,,,,,,,,,
TaroucoLiane,,85.89,,,,,,,,,,,,,,,
SempreAsdireita,,85.89,,,,,,,,,,,,,,,
MartaMariaDams1,,85.87,,,,,,,,,,,,,,,
angoneto,,85.87,,,,,,,,,,,,,,,
GabrielFeliza10,,85.87,,,,,,,,,,,,,,,
Patriota1981B,,85.86,,,,,,,,,,,,,,,
EdsonGoes1970,,85.86,,,,,,,,,,,,,,,
AllyssonRafael6,,85.86,,,,,,,,,,,,,,,
soldadoocidente,,85.86,,,,,,,,,,,,,,,
camilly_edlen,,85.86,,,,,,,,,,,,,,,
agr_solutions,,85.86,,,,,,,,,,,,,,,
Andre_SF_Santos,,85.86,,,,,,,,,,,,,,,
WilFranco2022,,85.86,,,,,,,,,,,,,,,
AdelFernando22,,85.86,,,,,,,,,,,,,,,
LeneSantanna,,85.85,,,,,,,,,,,,,,,
beluzziapi,,85.85,,,,,,,,,,,,,,,
MIGUXAHEOLI,,85.85,,,,,,,,,,,,,,,
Eduardo98250305,,85.84,,,,,,,,,,,,,,,
dutra_edimilson,,85.82,,,,,,,,,,,,,,,
AngeloAchiogna,,85.81,,,,,,,,,,,,,,,
AvanteDestro,,85.81,,,,,,,,,,,,,,,
susso23,,85.77,,,,,,,,,,,,,,,
kekkowalski,,85.76,,,,,,,,,,,,,,,
carvalhor02,,85.75,,,,,,,,,,,,,,,
Conceio94299285,,85.75,,,,,,,,,,,,,,,
AdemirS20149168,,85.75,,,,,,,,,,,,,,,
PauloVe92757367,,85.75,,,,,,,,,,,,,,,
ElianaA58650931,,85.74,,,,,,,,,,,,,,,
LeandroTrajano8,,85.74,,,,,,,,,,,,,,,
MrbrotherM,,85.73,,,,,,,,,,,,,,,
AnaMari58744030,,85.73,,,,,,,,,,,,,,,
FernandaKellner,,85.73,,,,,,,,,,,,,,,
anamariatr123,,85.73,,,,,,,,,,,,,,,
CiroGeisel,,85.72,,,,,,,,,,,,,,,
bonassi_c,,85.72,,,,,,,,,,,,,,,
Caique24604036,,85.72,,,,,,,,,,,,,,,
MadeiraBR,,85.72,,,,,,,,,,,,,,,
tioarruda,,85.72,,,,,,,,,,,,,,,
lumaraluz,,85.7,,,,,,,,,,,,,,,
monicamsdias,,85.69,,,,,,,,,,,,,,,
LapaLorena,,85.69,,,,,,,,,,,,,,,
AdvBOLSOMINION,,85.69,,,,,,,,,,,,,,,
Xereta37608894M,,85.68,,,,,,,,,,,,,,,
joaquim_valenca,,85.67,,,,,,,,,,,,,,,
SpessottoA,,85.66,,,,,,,,,,,,,,,
